Counts01,TransmitterTemp06,SensorTemp08,SNR09,TransmitterTemp09,TransmitterTemp11,temperature12,voltage15
0.2604500651359558,0.2740302085876465,0.45422545075416565,0.7409728765487671,0.06599100679159164,0.2127334475517273,0.42637449502944946,0.4910334348678589
0.13722264766693115,0.3774213492870331,0.48332953453063965,0.6158814430236816,0.058242131024599075,0.17462627589702606,0.554172933101654,0.5219284296035767
0.3498970568180084,0.14500057697296143,0.3498647212982178,0.5409303903579712,0.12021288275718689,0.16701872646808624,0.34547561407089233,0.4149622917175293
0.26007893681526184,0.19789400696754456,0.41996777057647705,0.698153555393219,0.06883206218481064,0.20085878670215607,0.4172787368297577,0.4111994504928589
0.3251035511493683,0.13889729976654053,0.3480589985847473,0.7063605785369873,0.2110113501548767,0.1614796668291092,0.40987515449523926,0.5573155283927917
0.23332911729812622,0.2262505739927292,0.4000927209854126,0.6011357307434082,0.12950612604618073,0.16961564123630524,0.4094013571739197,0.49356356263160706
0.43003612756729126,0.2690266966819763,0.43416693806648254,0.5362124443054199,0.0510406531393528,0.2121327668428421,0.5284906625747681,0.4793645739555359
0.3707573711872101,0.2935793995857239,0.4458685517311096,0.7140225172042847,0.12290019541978836,0.21750769019126892,0.5328257083892822,0.469584584236145
0.32025954127311707,0.23460057377815247,0.3730628192424774,0.5866891145706177,0.05792396888136864,0.14279763400554657,0.3596293330192566,0.4091861844062805
0.252211332321167,0.35272786021232605,0.4019112288951874,0.6616671681404114,0.06302174180746078,0.15238608419895172,0.44088828563690186,0.4767429232597351
0.2621079087257385,0.2866925895214081,0.44848909974098206,0.6158368587493896,0.04026546701788902,0.1634652465581894,0.4503473937511444,0.48322245478630066
0.23339390754699707,0.2990109324455261,0.5087460279464722,0.7248570322990417,0.09636423736810684,0.2114398032426834,0.5106423497200012,0.539289653301239
0.24013924598693848,0.1754748821258545,0.3448880612850189,0.7239354848861694,0.04261644557118416,0.14198440313339233,0.300019770860672,0.394619882106781
0.3799085319042206,0.11435941606760025,0.3660111129283905,0.6251064538955688,0.02622142806649208,0.14528779685497284,0.2782580256462097,0.3890243470668793
0.302731990814209,0.32375457882881165,0.5174291133880615,0.6676906943321228,0.07063227146863937,0.16705940663814545,0.4428254961967468,0.4273555874824524
