Counts01,TransmitterTemp06,SensorTemp08,SNR09,TransmitterTemp09,TransmitterTemp11,temperature12,voltage15
0.7463911771774292,0.25766438245773315,0.7374311685562134,0.7930418848991394,0.1341278851032257,0.3146149218082428,0.9721752405166626,0.43056759238243103
0.515889048576355,0.24358293414115906,0.7336030602455139,0.8990628719329834,0.1359516829252243,0.32989993691444397,0.973993718624115,0.4050007462501526
0.32264092564582825,0.2366938441991806,0.7541688084602356,0.7803462743759155,0.21038728952407837,0.38626450300216675,0.9724441170692444,0.48510366678237915
0.286404550075531,0.259296178817749,0.7299602031707764,0.8138558864593506,0.21357710659503937,0.40902459621429443,0.972518801689148,0.29220643639564514
0.685347855091095,0.2418784648180008,0.7371553182601929,0.6444363594055176,0.13564255833625793,0.571633517742157,0.9724377393722534,0.7458954453468323
0.7818076610565186,0.25620636343955994,0.7385758757591248,0.6416248083114624,0.13324099779129028,0.4021444618701935,0.9739763140678406,0.31411492824554443
0.72266685962677,0.2708073854446411,0.691878616809845,0.48963019251823425,0.1226002424955368,0.3397727310657501,0.9720115065574646,0.7765734195709229
0.3131358027458191,0.283944308757782,0.7326083779335022,0.9030592441558838,0.12124057859182358,0.33262157440185547,0.9722586274147034,0.5742586851119995
0.8156329989433289,0.3634030818939209,0.736003041267395,0.8386290073394775,0.16666559875011444,0.3764623999595642,0.9715933799743652,0.5335533618927002
0.25690728425979614,0.37563973665237427,0.7314635515213013,0.6114602088928223,0.1806601881980896,0.44397449493408203,0.9701650142669678,0.5851401686668396
0.6511626243591309,0.4073176681995392,0.7263449430465698,0.4920305609703064,0.1276928186416626,0.42938029766082764,0.9696014523506165,0.7929658889770508
0.8398863077163696,0.45572540163993835,0.7589211463928223,0.7608554363250732,0.13190284371376038,0.38713061809539795,0.9717794060707092,0.4527904987335205
0.8280244469642639,0.42762264609336853,0.7343943119049072,0.5978319644927979,0.15202149748802185,0.3468954265117645,0.973054051399231,0.614676833152771
0.8619911074638367,0.4358193278312683,0.7027798295021057,0.7505757808685303,0.13774611055850983,0.3774108588695526,0.9726576209068298,0.7779253721237183
