Counts01,TransmitterTemp06,SensorTemp08,SNR09,TransmitterTemp09,TransmitterTemp11,temperature12,voltage15
45.280433654785156,-50.18049240112305,-48.47370910644531,-43.88427734375,-53.88652801513672,-43.023250579833984,53.79492950439453,-49.56277084350586
45.540584564208984,-50.47058868408203,-49.003841400146484,-44.40483856201172,-54.3734130859375,-43.55414962768555,54.30219268798828,-50.02693557739258
47.27977752685547,-52.331268310546875,-50.78707504272461,-45.95491409301758,-56.24345779418945,-45.02774429321289,56.27668762207031,-51.74376678466797
51.45600128173828,-57.10958480834961,-55.537845611572266,-50.041282653808594,-61.427825927734375,-49.45516586303711,61.455223083496094,-56.52228927612305
44.610877990722656,-49.55484390258789,-47.85901641845703,-43.40636444091797,-53.1973991394043,-42.57216262817383,53.36968994140625,-48.98775100708008
40.67169952392578,-45.03828811645508,-43.6431999206543,-39.297088623046875,-48.31922149658203,-38.75938034057617,48.42491912841797,-44.66794967651367
40.76222229003906,-45.500553131103516,-44.02277755737305,-39.81748962402344,-48.92628479003906,-39.21562957763672,49.010982513427734,-45.037933349609375
42.60877990722656,-47.30602264404297,-45.72841262817383,-41.282325744628906,-51.0861701965332,-40.781654357910156,50.78950881958008,-46.662967681884766
46.872039794921875,-51.8208122253418,-50.30677795410156,-45.56203079223633,-56.07889938354492,-44.712703704833984,55.851654052734375,-51.36537551879883
46.17395782470703,-50.85860061645508,-49.45167922973633,-44.602134704589844,-54.87904357910156,-43.89699935913086,55.01232147216797,-50.60923767089844
45.22736358642578,-50.08547592163086,-48.66031265258789,-43.96204376220703,-54.08234786987305,-43.32270050048828,54.14685821533203,-49.594364166259766
48.863983154296875,-53.73952865600586,-52.54911422729492,-47.39010238647461,-58.18610382080078,-46.712379455566406,58.12847137451172,-53.527950286865234
52.00938034057617,-57.626407623291016,-55.709716796875,-50.484928131103516,-62.25798797607422,-49.64457702636719,62.004695892333984,-57.15536117553711
46.85389709472656,-51.710968017578125,-50.137351989746094,-45.3132438659668,-55.64528274536133,-44.6766471862793,55.85135269165039,-51.311851501464844
46.053592681884766,-50.91865921020508,-49.50552749633789,-44.608970642089844,-54.85304641723633,-44.16106033325195,55.02725601196289,-50.45541763305664
50.25242614746094,-55.31731033325195,-53.808349609375,-48.35325241088867,-59.78102493286133,-48.005889892578125,59.91641616821289,-54.88255310058594
47.40144348144531,-52.43574905395508,-50.82169723510742,-45.92353820800781,-56.19075012207031,-45.3222541809082,56.4528694152832,-51.785160064697266
49.69303894042969,-54.66061019897461,-53.31573486328125,-48.06436538696289,-59.229347229003906,-47.33867645263672,59.388301849365234,-54.35061264038086
49.53847122192383,-54.954341888427734,-53.26708221435547,-47.962982177734375,-59.466957092285156,-47.508995056152344,59.49329376220703,-54.55166244506836
46.32149124145508,-51.3985481262207,-49.812862396240234,-45.12788391113281,-55.04828643798828,-44.22719192504883,55.083316802978516,-50.6693000793457
50.57841491699219,-56.4631233215332,-54.56930160522461,-49.428871154785156,-60.59478759765625,-48.533363342285156,60.446468353271484,-55.70676040649414
37.130977630615234,-40.76015853881836,-39.61811447143555,-36.272727966308594,-44.026268005371094,-35.206790924072266,44.231109619140625,-40.5619010925293
48.13500213623047,-53.39860153198242,-51.76295852661133,-46.943260192871094,-57.44953536987305,-45.9378547668457,57.207420349121094,-52.66849899291992
48.71482849121094,-53.66008377075195,-52.25984191894531,-47.136871337890625,-57.92835998535156,-46.49618148803711,58.021453857421875,-53.298519134521484
51.88286590576172,-57.8054313659668,-55.916561126708984,-50.589935302734375,-61.87322998046875,-49.6695556640625,61.79201889038086,-56.94014358520508
42.821205139160156,-47.04559326171875,-46.00423812866211,-41.63096237182617,-51.0018424987793,-40.65633773803711,50.70252990722656,-46.63808822631836
